StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2026-02-11T02:30:00Z,APXMIDP,2026-02-11,6,74.27,2288.050
2026-02-11T02:30:00Z,N2EXMIDP,2026-02-11,6,0.00,0.000
2026-02-11T02:00:00Z,APXMIDP,2026-02-11,5,73.67,2085.550
2026-02-11T02:00:00Z,N2EXMIDP,2026-02-11,5,0.00,0.000
2026-02-11T01:30:00Z,APXMIDP,2026-02-11,4,71.56,2001.250
2026-02-11T01:30:00Z,N2EXMIDP,2026-02-11,4,0.00,0.000
2026-02-11T01:00:00Z,APXMIDP,2026-02-11,3,73.22,1711.800
2026-02-11T01:00:00Z,N2EXMIDP,2026-02-11,3,0.00,0.000
2026-02-11T00:30:00Z,APXMIDP,2026-02-11,2,75.42,1729.700
2026-02-11T00:30:00Z,N2EXMIDP,2026-02-11,2,0.00,0.000
2026-02-11T00:00:00Z,APXMIDP,2026-02-11,1,72.17,1353.300
2026-02-11T00:00:00Z,N2EXMIDP,2026-02-11,1,0.00,0.000
2026-02-10T23:30:00Z,APXMIDP,2026-02-10,48,71.92,1281.550
2026-02-10T23:30:00Z,N2EXMIDP,2026-02-10,48,0.00,0.000
2026-02-10T23:00:00Z,APXMIDP,2026-02-10,47,74.54,1299.300
